Protein,C(Site): sum_sq,Residual: sum_sq,C(Site): df,Residual: df,C(Site): F,Residual: F,C(Site): PR(>F),Residual: PR(>F)
SCGB1A1_OID05155,36.21914236957564,168.32113597081687,4.0,47.0,2.528351061724649,,0.052931374451243074,
CTF1_OID05156,19.49713191799892,558.3899148517971,4.0,47.0,0.4102711992878501,,0.8003302444634592,
FHIT_OID05157,4.8896561998405526,91.35949980370609,4.0,47.0,0.6288723172912538,,0.6443043442473259,
CLSTN1_OID05158,15.499319780584074,160.6519911222333,4.0,47.0,1.1336118908311428,,0.3522274061298494,
HSP90B1_OID05159,30.185431287208807,501.14430868812786,4.0,47.0,0.7077378940073471,,0.5907002515355796,
LEPR_OID05160,17.101661313616457,304.5367592190536,4.0,47.0,0.6598366678304795,,0.622980457149229,
CD33_OID05161,24.844926814014197,446.16724855658344,4.0,47.0,0.6543014777734054,,0.6267675132590818,
ADAM15_OID05162,71.05172804510035,833.7269230481418,4.0,47.0,1.0013564171319462,,0.4163555908349086,
NDRG1_OID05163,29.33026946551683,221.60459824194876,4.0,47.0,1.5551602672231273,,0.20187138177928654,
CEACAM3_OID05164,7.847608415892225,233.82863153740115,4.0,47.0,0.39434605711227727,,0.81165269521632,
GBP2_OID05165,179.63842183699407,1758.4051928125514,4.0,47.0,1.2003783116726099,,0.3231747022868304,
FGFR2_OID05166,9.38227818547347,496.2343260706414,4.0,47.0,0.22215667656900429,,0.9247276724207375,
NXPH1_OID05167,46.97699465874698,665.1133069078619,4.0,47.0,0.8299032383015346,,0.5129392749941261,
NAA10_OID05168,75.30783002522793,945.184106136683,4.0,47.0,0.9361848099765524,,0.451274054743352,
IL15_OID05169,13.615784720925523,180.29205860895553,4.0,47.0,0.8873683716589836,,0.4788770425716763,
DSG3_OID05170,33.73568153688146,574.8048835305603,4.0,47.0,0.6896153275936499,,0.6028053844720753,
SFRP1_OID05171,16.515134598073228,459.3955363973483,4.0,47.0,0.4224090487451252,,0.7916582230862987,
IFI30_OID05174,142.04400420153172,743.0101876425159,4.0,47.0,2.246290935341806,,0.07820698975894501,
FCAR_OID05175,50.079606754586806,683.0996090001056,4.0,47.0,0.861419581585947,,0.4940501556532776,
PRTFDC1_OID05176,23.770037193828852,299.43647152231773,4.0,47.0,0.932745218401601,,0.4531784354007222,
PLA2G10_OID05177,6.890113520579591,204.7696937991931,4.0,47.0,0.3953653119499328,,0.8109301920876759,
IKZF2_OID05178,25.112405725317974,289.06927640240485,4.0,47.0,1.0207614276576624,,0.4063853810775901,
UBE2F_OID05179,30.47166663218203,94.58249647750492,4.0,47.0,3.7855004494758075,,0.009495455647749302,
DPEP2_OID05180,63.26355154189612,611.7725786339583,4.0,47.0,1.2150703653261414,,0.317069580321181,
TBCB_OID05181,35.89509528363694,1223.5931965409814,4.0,47.0,0.3446957459186951,,0.8463665441347246,
NPM1_OID05182,48.05697007793191,666.3029608788222,4.0,47.0,0.8474664402975601,,0.502351031195495,
ASGR1_OID05183,3.0819623051008986,179.82875674265642,4.0,47.0,0.20137522908395666,,0.9363623705217468,
EPHA10_OID05184,7.5564149308769295,102.56733357419576,4.0,47.0,0.8656545153684435,,0.49155032466400084,
COL4A3BP_OID05185,47.75647371158346,430.68210928009665,4.0,47.0,1.302906607959807,,0.28265583625330026,
PSG1_OID05186,3.371724883004998,114.18331024797679,4.0,47.0,0.3469663586496934,,0.844803686212918,
PSME1_OID05187,43.627968077267084,476.80983128920167,4.0,47.0,1.075121759804825,,0.3794894191483127,
KIRREL2_OID05188,24.40612912780966,507.7730064839897,4.0,47.0,0.5647642028816778,,0.6893901401532161,
PAEP_OID05189,101.9423698583658,624.4131141892635,4.0,47.0,1.9183178870146702,,0.12298992755424684,
CCL27_OID05190,70.48347975068008,593.6073865225544,4.0,47.0,1.395166074199489,,0.2501682847279305,
MAD1L1_OID05191,8.850557276651863,125.76653084943477,4.0,47.0,0.8268817410981864,,0.5147764094168734,
AKT1S1_OID05192,6.671222074822201,84.13597686380635,4.0,47.0,0.9316687379294144,,0.4537757099069786,
PTS_OID05193,48.4117539370529,767.5289331149785,4.0,47.0,0.7411292059724317,,0.5687621861378631,
IL32_OID05194,9.729119620646632,144.0958102996445,4.0,47.0,0.7933412866403095,,0.5354725129342882,
FUT8_OID05195,20.548186818822543,150.88331656530738,4.0,47.0,1.6001848356551798,,0.18994782542428285,
TPPP3_OID05196,13.425157944024756,407.7349127555012,4.0,47.0,0.3868827537387833,,0.8169330118482437,
PFDN2_OID05197,323.01337421085975,923.346582857451,4.0,47.0,4.110490272495597,,0.006153461820218391,
CARHSP1_OID05198,42.819599875689484,383.23507460512155,4.0,47.0,1.312850341419735,,0.278978862295851,
VSTM1_OID05199,10.928208975040206,282.04252789763154,4.0,47.0,0.4552733816913173,,0.7680525240814859,
DEFB4A_OID05200,60.30354235962566,198.51995142137457,4.0,47.0,3.5692464039627527,,0.012707790156770229,
ABHD14B_OID05201,30.450066363452795,274.32654082077033,4.0,47.0,1.3042423044452314,,0.2821593965860646,
AARSD1_OID05202,1.1332136442547784,49.33246963817776,4.0,47.0,0.26990865078623877,,0.8958788316789584,
PHOSPHO1_OID05203,7.453482644823473,89.07204532561624,4.0,47.0,0.9832312793146237,,0.4258448428670678,
DUSP3_OID05204,4.745404905609075,99.18821462972268,4.0,47.0,0.5621485158197218,,0.6912517134768327,
TNFRSF13C_OID05205,0.22101591372900298,24.747874320926247,4.0,47.0,0.10493575943691752,,0.9802355488191532,
NEFL_OID05206,2.066586288483694,76.37747354408243,4.0,47.0,0.3179260554575486,,0.8645630971201435,
HMOX2_OID05207,31.426081751586054,988.5405791992043,4.0,47.0,0.3735369779966574,,0.8263265272607501,
RNF31_OID05208,10.89171696075726,94.48808044136813,4.0,47.0,1.3544319420089255,,0.26406754029422846,
DPEP1_OID05209,29.631937511318622,581.3788546707565,4.0,47.0,0.5988784472651154,,0.665257831583402,
SNCG_OID05210,2.6937600730587703,36.62117900712808,4.0,47.0,0.8642998864749755,,0.492348951333513,
IL3RA_OID05211,9.739232420840745,93.69527235902706,4.0,47.0,1.2213634483752416,,0.3144857399326055,
AOC1_OID05212,38.23649130125002,1192.539784631281,4.0,47.0,0.37674111889575185,,0.8240773954682998,
KIF1BP_OID05213,79.79781872786756,706.466154156098,4.0,47.0,1.3272035249480192,,0.27374757869424754,
PPP3R1_OID05214,0.6606658375312109,23.359917152498223,4.0,47.0,0.3323138322929169,,0.8548379148095164,
ILKAP_OID05215,7.004293867049386,223.43798077277464,4.0,47.0,0.36833689891570304,,0.8299678372651225,
ISLR2_OID05216,8.000780008962128,97.95684660324349,4.0,47.0,0.9596997899092459,,0.4384197243093084,
ING1_OID05217,64.99918785324549,538.0122349639319,4.0,47.0,1.4195596450085106,,0.24216972257756728,
PMVK_OID05218,21.34426749398094,115.97356500307616,4.0,47.0,2.16251990742566,,0.08781426307786894,
WWP2_OID05219,28.690744597821123,102.8610572147494,4.0,47.0,3.2773943623832267,,0.018890580273448167,
FKBP5_OID05220,16.868211191409305,277.19365383962815,4.0,47.0,0.7150289292471675,,0.585868820319744,
GGT5_OID05221,27.969978728694365,478.05200539455797,4.0,47.0,0.6874717527665454,,0.6042460750075702,
CD63_OID05222,56.92784679231594,220.39392559661684,4.0,47.0,3.0350301080166444,,0.026320270074578933,
NMNAT1_OID00287,23.516645797803967,589.2765025094477,4.0,47.0,0.46891499482412574,,0.758222464090845,
NRP2_OID00288,3.0836526739681633,20.195722633354656,4.0,47.0,1.7940887571551765,,0.14585305226105075,
CADM3_OID00290,92.87084357425262,750.94854056076,4.0,47.0,1.4531387346230225,,0.23154541770037973,
GDNF_OID00291,173.4904043398214,618.1067725042684,4.0,47.0,3.2979937151211596,,0.018367266608116658,
UNC5C_OID00292,15.715246451771042,160.00389071964725,4.0,47.0,1.1540603480189975,,0.34309872513523465,
VWC2_OID00293,14.795794370792857,474.0590707484588,4.0,47.0,0.3667276813885989,,0.8310923697638674,
Siglec-9_OID00294,2.386630233887549,22.9677566013957,4.0,47.0,1.220968409534373,,0.31464738907716155,
CLM-6_OID00295,43.26973388688166,204.36735679198284,4.0,47.0,2.487771927726984,,0.055988258653101,
EZR_OID00296,12.262591372791725,103.65953084820626,4.0,47.0,1.3899874661915474,,0.25189731747186445,
SMOC2_OID00297,1.6981360702506791,89.08970767038787,4.0,47.0,0.22396637442416484,,0.9236855452068883,
NBL1_OID00298,19.289569637791626,304.08450863067134,4.0,47.0,0.7453600456816905,,0.5660176871993448,
EFNA4_OID00299,42.38702020098556,1108.859471839479,4.0,47.0,0.4491529359760736,,0.7724587055708,
SCARB2_OID00300,3.8089323149183634,43.359609136326036,4.0,47.0,1.032180768963522,,0.4006092930567636,
NCAN_OID00301,4.838944923318856,30.951791482514718,4.0,47.0,1.8369729222657933,,0.13752891053631197,
PRTG_OID00302,16.786197063764867,470.0529419072343,4.0,47.0,0.41960766099866764,,0.7936625090794999,
ROBO2_OID00303,21.212048823692854,534.1209657159417,4.0,47.0,0.4666388134461355,,0.7598633114358586,
CRTAM_OID00304,1.1970358536149908,37.91319928999231,4.0,47.0,0.37098349765720845,,0.8281159803206201,
RGMA_OID00305,5.575553580242536,53.37785215209105,4.0,47.0,1.2273396535548569,,0.31204921083130494,
PLXNB3_OID00306,27.478264406309606,561.6169530039085,4.0,47.0,0.5748929141957203,,0.682195682577776,
CPA2_OID00307,97.94467149429606,630.3546274705852,4.0,47.0,1.8257181591193787,,0.13966782193442862,
CD38_OID00308,16.892968027581432,166.9462662414366,4.0,47.0,1.1889596502686886,,0.3279905098432016,
SMPD1_OID00309,31.990580046902565,548.615460753928,4.0,47.0,0.6851599024105954,,0.6058019258239,
MSR1_OID00310,1.13851800781659,60.9266356838188,4.0,47.0,0.21956877220774915,,0.9262101690126475,
Alpha-2-MRAP_OID00311,63.98603544737246,670.2851685499838,4.0,47.0,1.121665750314989,,0.3576561428011976,
sFRP-3_OID00312,46.85126843297149,373.766052966108,4.0,47.0,1.4728528707162523,,0.22551121027869359,
EPHB6_OID00313,32.52928908126811,560.8848592379234,4.0,47.0,0.6814574157416605,,0.6082980868429061,
RGMB_OID00314,27.852627026577345,331.1043323339378,4.0,47.0,0.9884146343099334,,0.42311369693443834,
SIGLEC1_OID00315,35.30521914284304,327.5995834131459,4.0,47.0,1.2662907583897716,,0.2965743400695625,
CNTN5_OID00316,25.50585743901745,176.51552006436867,4.0,47.0,1.6978327163479325,,0.1663480684733325,
ADAM 22_OID00317,29.307884888442143,538.0345707866891,4.0,47.0,0.6400474358658346,,0.6365702384911501,
CLEC1B_OID00318,5.573716659758987,263.15172978645785,4.0,47.0,0.2488722791421999,,0.908915614711369,
ADAM 23_OID00319,27.68083064891222,699.2425206208221,4.0,47.0,0.4651458550260155,,0.760939440603364,
MATN3_OID00320,40.38398858890376,312.9512170431677,4.0,47.0,1.5162486677729272,,0.21274164252060648,
RSPO1_OID00321,235.68124742003334,1176.6203239139068,4.0,47.0,2.3535669076102224,,0.06741666438289308,
HAGH_OID00322,20.571963556663928,886.3425362470703,4.0,47.0,0.2727168807832336,,0.8941036132934614,
LXN_OID00323,18.33096733673985,267.0200457151898,4.0,47.0,0.8066393129017451,,0.5272009658805848,
gal-8_OID00324,88.64272799844846,450.47879487431305,4.0,47.0,2.3121000718188527,,0.07139929503322909,
BCAN_OID00325,87.12044898416254,458.0774422157747,4.0,47.0,2.234699160500722,,0.07947137256677227,
LAYN_OID00326,20.36169346880129,671.385576774088,4.0,47.0,0.35635245458798326,,0.8383147473582662,
NEP_OID00327,32.33169819646618,1189.7360449112987,4.0,47.0,0.3193123848212912,,0.8636320032072102,
GDF-8_OID00328,12.126188392059957,29.930142985627864,4.0,47.0,4.760508951631911,,0.0026258160316916983,
THY 1_OID00329,5.669712775936553,923.0694001181964,4.0,47.0,0.07217130706393703,,0.9902071503191471,
WFIKKN1_OID00330,72.06415155181962,597.2204510253042,4.0,47.0,1.4178244888971554,,0.2427307875930644,
TMPRSS5_OID00331,1.3779995549110358,71.3087069273794,4.0,47.0,0.2270619601431568,,0.9218927251051691,
CDH3_OID00332,28.146802464753428,1087.3813980306186,4.0,47.0,0.3041480473731078,,0.8737418359435764,
GFR-alpha-1_OID00333,51.920986437547974,389.00941101233786,4.0,47.0,1.5682694900711274,,0.19832863951520552,
GM-CSF-R-alpha_OID00334,12.580546171482457,470.89337212611804,4.0,47.0,0.31391696351021964,,0.8672481561578037,
Beta-NGF_OID00335,146.94810896755206,1445.0097266736857,4.0,47.0,1.194898725244809,,0.3254779376500092,
SCARA5_OID00336,102.70554528807084,598.6336236174234,4.0,47.0,2.015907743107446,,0.10752130124380622,
CD200_OID00337,157.81938375522833,927.1135364141167,4.0,47.0,2.0001625327317325,,0.10988103365187009,
NTRK2_OID00338,35.49552101553563,842.7271125820778,4.0,47.0,0.4949079787579787,,0.7394815292257473,
GZMA_OID00339,10.892294046903361,152.33791392276535,4.0,47.0,0.8401352739804618,,0.5067518893514438,
G-CSF_OID00340,30.88495674045228,260.54929963716154,4.0,47.0,1.3928198701960932,,0.2509502791683493,
DRAXIN_OID00341,9.13082183745049,68.4627956659634,4.0,47.0,1.5670869929634146,,0.19864578143791953,
SCARF2_OID00342,46.528781878091465,1252.0806712271262,4.0,47.0,0.4366437400009999,,0.7814519436775458,
GDNFR-alpha-3_OID00343,2.406775393701672,89.34072315300213,4.0,47.0,0.3165366238144711,,0.8654949385045012,
PVR_OID00344,3.756812471306047,39.962113386232986,4.0,47.0,1.1046099116733208,,0.365530263005821,
TNFRSF12A_OID00345,29.672162029726906,858.8110133290404,4.0,47.0,0.4059658043948628,,0.8033980560707578,
SKR3_OID00346,4.594804919806869,37.730292901248184,4.0,47.0,1.4309180675866064,,0.23852645932859412,
FLRT2_OID00347,65.69561336141432,370.305499386375,4.0,47.0,2.084558447756664,,0.09780240044995869,
CPM_OID00348,8.11299051931511,61.038027377110254,4.0,47.0,1.561774564125268,,0.2000764781543214,
CLEC10A_OID00349,52.1839977346491,238.2012636525094,4.0,47.0,2.5741340074358896,,0.049683341657661945,
GCP5_OID00350,18.885190166078196,272.5961223004048,4.0,47.0,0.8140283969515928,,0.5226421976476038,
BMP-4_OID00351,15.61859978007,164.5557163635636,4.0,47.0,1.1152365379417333,,0.3606072087379558,
FcRL2_OID00352,36.457923378586955,253.75931951350654,4.0,47.0,1.6881374072079973,,0.16855963694161055,
MDGA1_OID00353,28.002871969017722,459.5990504406235,4.0,47.0,0.7159147637935921,,0.5852833612490189,
IL-5R-alpha_OID00354,95.480985378768,513.1954153854017,4.0,47.0,2.1861098999841873,,0.08499614385533327,
PDGF-R-alpha_OID00355,21.737546375536716,421.3393559097111,4.0,47.0,0.6062005989473473,,0.6601178532061012,
CTSC_OID00356,83.35305685467277,436.72809052064764,4.0,47.0,2.2425816870969077,,0.07860938654003817,
CDH6_OID00357,4.323086503496926,37.239174075394466,4.0,47.0,1.364054592436629,,0.26072183159806395,
DDR1_OID00358,115.749938477532,503.6086859799208,4.0,47.0,2.700632087916823,,0.041714397035666186,
JAM-B_OID00359,13.62681436592244,1509.1444582729127,4.0,47.0,0.10609658202159568,,0.9798288846660914,
CTSS_OID00360,22.042385621524453,414.0818440735152,4.0,47.0,0.6254754579554335,,0.646663414291573,
N-CDase_OID00361,288.9340276511936,1821.1933578633605,4.0,47.0,1.864148477284443,,0.13249473242737905,
NAAA_OID00362,135.6115194008535,821.1421165266635,4.0,47.0,1.9405110527031257,,0.119291116908848,
N2DL-2_OID00363,39.25749803698299,381.19589240645905,4.0,47.0,1.2100749539103222,,0.3191339026034349,
PLXNB1_OID00364,22.318004758940106,565.7664226213328,4.0,47.0,0.4635067501930228,,0.7621207969139955,
TNFRSF21_OID00365,28.187254789373448,501.36692343051743,4.0,47.0,0.6605945232863727,,0.6224628227466626,
CLM-1_OID00366,60.740844052246416,847.7972077303142,4.0,47.0,0.8418344753984213,,0.5057294573759836,
SPOCK1_OID00367,34.372957737280906,212.0194268962098,4.0,47.0,1.9049304081496443,,0.12527511081471798,
IL12_OID00368,24.022326107912395,299.6271916443634,4.0,47.0,0.9420451135255987,,0.4480435999742933,
Dkk-4_OID00369,1.5832313254080987,217.2328989726261,4.0,47.0,0.08563605310947563,,0.9864731775432287,
EDA2R_OID00370,66.11897863907542,1228.342109442467,4.0,47.0,0.6324768914433478,,0.641805134356054,
LAT_OID00371,22.701857667939432,653.3427312969951,4.0,47.0,0.4082800876482563,,0.8017495910892782,
NTRK3_OID00372,148.36051547131868,960.7432079176622,4.0,47.0,1.8144661782895413,,0.14183846551824034,
LAIR-2_OID00373,21.019876751393106,124.02202429237059,4.0,47.0,1.991449125573276,,0.1112087100735029,
MANF_OID00374,18.569117948321235,202.74731680212676,4.0,47.0,1.0761530131898929,,0.378993807290409,
TN-R_OID00375,21.350049654407467,110.01407814512734,4.0,47.0,2.280281648211936,,0.07461370168010427,
CD200R1_OID00376,21.601245617458297,411.8982880696629,4.0,47.0,0.6162070670276936,,0.6531188386556535,
Nr-CAM_OID00377,11.192607939509577,61.238801073582515,4.0,47.0,2.147546016311059,,0.08965094138238944,
KYNU_OID00378,11.490350505215746,88.74663071389395,4.0,47.0,1.5213154274165355,,0.21129567633920926,
MAPT_OID05024,71.7946037892083,415.77855493187434,4.0,47.0,2.028932431739823,,0.10560701803896863,
TXLNA_OID00655,139.74154697886271,1519.5373766358634,4.0,47.0,1.0805678111299997,,0.3768782035413288,
VEGFA_OID00656,28.73137576572079,268.8801824365044,4.0,47.0,1.2555542851394095,,0.3007701846130705,
CPE_OID00657,4.235496299565176,237.26806075934303,4.0,47.0,0.20975044580639415,,0.9317491049540434,
KLK13_OID00658,13.936187296369518,160.73025937329209,4.0,47.0,1.0187888787763106,,0.407389957875671,
CEACAM1_OID00659,2.2718863068255897,45.131257686158115,4.0,47.0,0.5914894792171503,,0.6704598083878787,
MSLN_OID00660,142.0850668349685,528.262973150999,4.0,47.0,3.1603569058656493,,0.022166353635824452,
TNFSF13_OID00661,9.234845817317536,98.21016594238947,4.0,47.0,1.1048697180405254,,0.3654092255756051,
EGF_OID00662,11.93096801493009,218.1635039439828,4.0,47.0,0.6425862788279402,,0.6348190343349469,
TNFRSF6B_OID00663,113.91293139925881,425.7017035502756,4.0,47.0,3.1441662854027457,,0.022663046794717166,
SYND1_OID00664,25.10094665644101,79.12656270921724,4.0,47.0,3.7273971358650404,,0.01026663513797105,
TGFR-2_OID00665,17.171110120333,249.9908104459951,4.0,47.0,0.8070718421767691,,0.5269333744562092,
IL6_OID00666,66.50776509729056,899.668210890088,4.0,47.0,0.8686160413737631,,0.4898076079983157,
CD48_OID00667,167.82297625030984,946.9860959071113,4.0,47.0,2.082311429348128,,0.09810634526123066,
SCAMP3_OID00668,14.282828062704036,1076.3541145030815,4.0,47.0,0.15591823125445203,,0.9593728951499306,
LY9_OID00669,27.617301200417952,607.1944547741168,4.0,47.0,0.5344305873571092,,0.7110583760347594,
IFN-gamma-R1_OID00670,14.931738544208121,178.49350641852237,4.0,47.0,0.9829373147226106,,0.4260001539438011,
ITGAV_OID00671,15.81321533152955,288.80518397322993,4.0,47.0,0.6433585352910249,,0.634286800024604,
TRAIL_OID00672,45.65632987835026,549.165315099106,4.0,47.0,0.9768677323945745,,0.4292169687280777,
hK11_OID00673,25.88128684269852,252.2459103120683,4.0,47.0,1.2055898945020802,,0.3209973786547563,
GPC1_OID00674,12.743856450969762,400.28755173085665,4.0,47.0,0.3740818635288872,,0.8259443347061761,
TFPI-2_OID00675,15.231387209004806,967.2942564480502,4.0,47.0,0.18502001693154707,,0.9450544148200012,
hK8_OID00676,72.72705748969604,413.2629237699281,4.0,47.0,2.06779480169305,,0.10009254011678881,
VEGFR-2_OID00677,1.730634018588869,21.348244082854738,4.0,47.0,0.9525350019185266,,0.44230579183140506,
LYPD3_OID00678,4.652433661098483,86.86689225904585,4.0,47.0,0.6293087515423869,,0.6440015184055808,
PODXL_OID00679,77.79799508185884,457.67902545859516,4.0,47.0,1.9973090121311223,,0.11031410548579977,
S100A4_OID00680,25.86619842886008,481.31548500890716,4.0,47.0,0.6314524277844116,,0.642515005199036,
IGF1R_OID00681,82.03144492545675,988.5008602300306,4.0,47.0,0.9750820830341191,,0.43016699705427586,
ERBB2_OID00682,62.473432166607566,1329.1009254996795,4.0,47.0,0.5523002910269329,,0.6982731120572634,
ERBB3_OID00683,8.588587088011112,184.98096738909493,4.0,47.0,0.5455474674422088,,0.7030982240337064,
SCF_OID00684,0.34618155426104025,43.59608935480831,4.0,47.0,0.09330270954953426,,0.9841160337511037,
SPARC_OID00685,17.506445993014335,171.35755672513943,4.0,47.0,1.2004182619612516,,0.32315796251993006,
GZMH_OID00686,102.60954303721093,415.4081214351638,4.0,47.0,2.9023557038843455,,0.03158567876483304,
TGF-alpha_OID00687,26.925898131399023,1200.5219193393891,4.0,47.0,0.2635347992796604,,0.8998785810609006,
FURIN_OID00688,4.534759446208404,54.0671864488113,4.0,47.0,0.9855039071322013,,0.4246456578267025,
CYR61_OID00689,14.109934560155555,186.28062038124466,4.0,47.0,0.8900106234481933,,0.47735142427349986,
hK14_OID00690,2.945171502487112,135.9657207953295,4.0,47.0,0.25451830764252675,,0.9054637900220481,
FADD_OID00691,131.6050680516501,569.0942775279548,4.0,47.0,2.717229131742463,,0.04076927120965209,
MetAP 2_OID00692,51.08681222836921,370.56246489634134,4.0,47.0,1.6198889540829609,,0.18494251146205043,
PVRL4_OID00693,23.69261111385091,260.55598272446815,4.0,47.0,1.068439026718251,,0.3827142098763753,
FASLG_OID00694,8.253647830236659,154.91285320807503,4.0,47.0,0.626031733306333,,0.6462768339225261,
EPHA2_OID00695,125.85828001574946,709.9975259086638,4.0,47.0,2.0828731597232326,,0.09803027502165215,
ITGB5_OID00696,103.46054698408642,743.0079616023752,4.0,47.0,1.6361351289443968,,0.18091020025320415,
Gal-1_OID00697,114.36878076404611,600.6344204788777,4.0,47.0,2.237356248924465,,0.0791797638944852,
SEZ6L_OID00698,1.0447392226679373,116.26390813274769,4.0,47.0,0.105584665641311,,0.9800086475678456,
CAIX_OID00700,31.835747977019086,258.9576364984349,4.0,47.0,1.4445221380147832,,0.2342296790534079,
MIA_OID00701,20.87214283585248,564.2224944489665,4.0,47.0,0.4346648365389642,,0.7828727808385512,
CTSV_OID00702,16.123851071170023,121.54490269365112,4.0,47.0,1.5587264121125823,,0.20090176734944382,
CD27_OID00703,3.6777031058876366,151.62820078034179,4.0,47.0,0.2849932352411201,,0.8862544460096492,
XPNPEP2_OID00704,85.76511952402714,647.9484576560264,4.0,47.0,1.5552782671215084,,0.20183922776837254,
ERBB4_OID00705,83.40513010566698,979.4526070471038,4.0,47.0,1.0005693707796282,,0.4167640945997175,
HGF_OID00706,89.45175043382814,1233.7444340454113,4.0,47.0,0.8519252760890621,,0.49968768862243473,
ADAM 8_OID00707,33.155801232855026,612.8808100673033,4.0,47.0,0.6356548583129318,,0.639605278567382,
5'-NT_OID00708,25.28733219672218,310.8067481776942,4.0,47.0,0.9559835976972187,,0.44043198812700113,
CDKN1A_OID00709,113.35933255646567,1144.4022324960715,4.0,47.0,1.1639020964100086,,0.3387782810289991,
DLL1_OID00710,46.76905443851287,258.2709970130389,4.0,47.0,2.1277510677080893,,0.09213747804674116,
MK_OID00711,160.3979029510678,902.9199979405184,4.0,47.0,2.087311571317311,,0.097431264145476,
ABL1_OID00712,11.193641982540564,122.96118802053176,4.0,47.0,1.069648849463701,,0.38212871593968817,
FGF-BP1_OID00713,5.978076085980464,58.780652137161766,4.0,47.0,1.1949917439902382,,0.3254387195321862,
TLR3_OID00714,57.60450030969992,474.8880185122456,4.0,47.0,1.4252894414128507,,0.24032548405010382,
LYN_OID00715,4.031711879591619,506.28023244543255,4.0,47.0,0.09356994713457906,,0.9840309483683125,
RET_OID00716,84.12837735716249,864.3631214034597,4.0,47.0,1.1436263411396195,,0.34773097921452706,
VIM_OID00717,2.790520126739444,34.13309994109585,4.0,47.0,0.9606104205528478,,0.43792772920293455,
TNFRSF19_OID00718,10.468963290080692,928.4433353403339,4.0,47.0,0.13249092753017283,,0.9696892057840749,
CRNN_OID00719,8.396774004271045,57.25226967119722,4.0,47.0,1.7232870437592491,,0.16067351352071008,
TCL1A_OID00720,11.79142058377257,119.471989437612,4.0,47.0,1.1596792897776074,,0.3406262638935548,
CD160_OID00721,16.08885502600598,321.03033545483083,4.0,47.0,0.5888666137663768,,0.6723098700219371,
TNFRSF4_OID00722,18.946133504188566,553.956819087836,4.0,47.0,0.40186718712260716,,0.8063140503787368,
MIC-A/B_OID00723,232.3703195932137,956.0219167824954,4.0,47.0,2.855950483237136,,0.033669891546281056,
WISP-1_OID00724,37.24210507788232,229.78293537535086,4.0,47.0,1.9043830820174066,,0.12536941406269117,
CXL17_OID00725,64.01209330783735,694.5026771061448,4.0,47.0,1.0829938042875746,,0.37571986388324896,
PPY_OID00726,6.380178138717005,79.52464585325907,4.0,47.0,0.9426900594849051,,0.44768917026057575,
S100A11_OID00727,2.9874963985513827,33.23386267287256,4.0,47.0,1.0562444404523568,,0.3886575285744113,
AREG_OID00728,21.703024469480955,137.3852201522557,4.0,47.0,1.8561715534887124,,0.1339535434761994,
ESM-1_OID00729,35.467878066718164,242.91117201884694,4.0,47.0,1.7156377115977355,,0.16235894053979855,
CD207_OID00730,13.382349906388393,391.3454123064899,4.0,47.0,0.4018000632058412,,0.8063617682541591,
ICOSLG_OID00731,37.16014375602044,437.14548750840174,4.0,47.0,0.9988246513121064,,0.4176708106122887,
WFDC2_OID00732,28.93066800809917,1126.9152286452913,4.0,47.0,0.3016512160402826,,0.8753899089262773,
CXCL13_OID00733,19.716919423614463,209.48750204743004,4.0,47.0,1.1059075169793027,,0.3649260786943624,
MAD homolog 5_OID00734,9.66457897024276,209.65572849065938,4.0,47.0,0.5416441693145138,,0.7058908838908766,
ADAM-TS 15_OID00735,2.3940299577462607,31.19495703740163,4.0,47.0,0.9017435725201316,,0.47062041252888465,
CD70_OID00736,32.394575458152225,508.78821564493,4.0,47.0,0.7481231874657348,,0.5642296398096182,
RSPO3_OID00737,74.0620386941019,463.07205269802483,4.0,47.0,1.8792517267786506,,0.12977492141689254,
FR-gamma_OID00738,16.646087355587483,154.63910707909008,4.0,47.0,1.264825761882586,,0.2971437711473706,
CEACAM5_OID00739,28.215363600335674,248.38553879397853,4.0,47.0,1.3347416436305883,,0.27103591368314056,
VEGFR-3_OID00740,55.12660342246428,236.62567924880273,4.0,47.0,2.737393474242854,,0.03965005233602564,
MUC-16_OID00741,91.49483241271778,824.9570693675397,4.0,47.0,1.3031760327523965,,0.28255563552421736,
WIF-1_OID00742,78.15304692844747,813.9056042953698,4.0,47.0,1.1282614305184258,,0.35465007298783574,
GZMB_OID00743,42.663623819722346,551.1559263881063,4.0,47.0,0.909538582242768,,0.46618789438993147,
FCRLB_OID00744,4.7587790803839995,44.72415299869348,4.0,47.0,1.2502339439753158,,0.3028689188326643,
ANXA1_OID00745,13.492755012344588,155.7474040191466,4.0,47.0,1.0179294633736498,,0.40782826962427166,
FR-alpha_OID00746,39.70942835038532,217.54242894471156,4.0,47.0,2.144803592478093,,0.08999142355117234,
GPNMB_OID00749,8.736866464915215,422.07854001439637,4.0,47.0,0.2432205649670137,,0.9123341594753334,
CLSPN_OID01028,257.61695089985125,700.0941306042822,4.0,47.0,4.323703114694756,,0.004642528871104635,
DSG4_OID01029,15.644811384160148,532.0942777561505,4.0,47.0,0.3454773739328319,,0.84582886537651,
LRP1_OID01030,8.060952004890616,100.0388920440836,4.0,47.0,0.9467936331774514,,0.4454391294073201,
CLEC1A_OID01031,7.4922594798663935,195.0108877254574,4.0,47.0,0.4514314555214337,,0.7708187592760161,
